restaurant,review,origin
Brunch House,"Always a solid brunch spot. Can get pretty busy even in the middle of the week so try to get on the waiting list on Yelp. Great drinks also, got the lavender latte which hit the spot. 
Really low maintenance, chill spot. Good for friends/date/family gathering.",real
Brunch House,See all photos from Mirna I. for Brunch House,real
Brunch House,"Delicious food. Beautiful indoor decor and Christmas decorations. Service was fast. There is a fair wait time so make sure to check in to waitlist ahead of time. 
Excited for my next visit",real
Brunch House,Read more,real
Brunch House,"This place was a wonderful spot for a birthday brunch celebration for two. 
Bobby was delightful - he was knowledgeable about the menu, attentive but not overbearing and just generally friendly. 
The food was top notch, not only did it not disappoint but it exceeded expectations! 
I almost hate to recommend it because or is already insanely busy",real
Brunch House,"We came for a late brunch on a Sunday. The food was really, really good. I had the chicken and waffles (which had a little spice to it) and a side of shredded hash browns. Others in our party had the classic eggs Benedict, the Nashville hot chicken Benedict, and the complete breakfast bowl. Everyone was very happy with their choices! The service was good and attentive without hovering. The ambiance was nice with a clean, minimalist interior. The only reason for 4 stars instead of 5 is that it was very loud. It was actually hard for us to hear each other.

They are very busy, so joining the waitlist in advance is definitely recommended.",real
Brunch House,See all photos from Kristie S. for Brunch House,real
Brunch House,"Our server was so kind! The place is so busy so be prepared to wait, but it was worth it! The food was delicious and plentiful! The downfall of this place is that it is SOOO loud that you probably shouldn't go on a date here unless you're prepared to yell to each other.",real
Brunch House,1/2 order of the Pancakes w/ blueberry strudel and the farmers scram.,real
Brunch House,Banana Bread French Toast,real
Brunch House,"A really nice brunch spot I went to while visiting my boyfriend in Grand Rapids. Definitely make sure you join the waitlist before going because we had to wait over an hour for a table.

It was worth the wait though. The place is well lit and they have a tv to watch the Pistons game. They have a pretty extensive menu with a lot of unique items. We shared a cinnamon roll which was delicious and not too sweet! I got the florentine hash and my boyfriend got the southwest Benedict. Both were decent but not extraordinary.

Overall l would come here again!",real
Beer City Bread,"I was here El was the bartender and had a Blue Moon and pizza. I wish I had taken pics, but sometimes I fail and this is one of those times. 

There was a problem with the order El was beyond gracious with me as a customer. I had the Goat pizza which if I wasn't in my upper 40s, overweight and on a statin I would eat every single day!  Absolutely phenomenal-I wish I had a picture. 

The lunch menu is reasonably priced and I will absolutely be back!  Be waiting El, I'm coming back with my book!",real
Beer City Bread,"Elle always treats me right from behind the bar! An empty Tuesday night with chill vibes and good music! Loved the nachos but wanted to be able to eat them tomorrow too and I was sooo happy with the results. 

BCB will always be my favorite happy hour spot! Don't forget to join their rewards for free apps whether online ordering to go or in person.",real
Beer City Bread,See all photos from Jaila H. for Beer City Bread,real
Beer City Bread,Tori was so nice to us today! She helped us celebrate! The gluten free burger was great and the margarita was Rita - ing! Calm quiet spot on a Monday night! Elle serving up great drinks! Great music playing! Love it here,real
Beer City Bread,Read more,real
Beer City Bread,Ordered the butternut squash risotto with mahi mahi! It's always great and filling! Be sure to ask for the remoulade sauce as well! The bartenders are ALL! Amazing! Be sure to come when there is Live music! It makes the place jump but never over powers the conversation! There happy hour never misses the mission!,real
Beer City Bread,"Amazing food, Great Service, huge portions and wonderful atmosphere.
Had the Perch sandwich, wife had the perch dinner, and my son had the fried chicken sandwich (that he said was as big as his head, and he was right)
Each came with a mountain of fresh cut fries that were so delicious.  
However wonderful the food is, my biggest compliments are to our cheery, professional server named Taren.  She went out of her way to make sure everything was perfect.
The big question we should ask ourselves, why not eat here instead of the chick-filet next door?! It's only a few dollars more, and actually probably cheaper because of the massive servings given -and probably just as fast!",real
Beer City Bread,"Lots to choose from, all freshly made.",real
Beer City Bread,Menus,real
Beer City Bread,"Consistently bad and rude service. Food is fine but went down in quality recently imo. Server was sitting on her phone in clear view of our table while we could also see our drinks waiting by the bar, ice melting and all. Are they not training staff? Is there no management? Genuinely cannot fathom how they run on a daily basis, every time we've gone the service has gotten worse.",real
Beer City Bread,"Not pictured was the pretzel bites...it's been three weeks and I still dream about the dang pretzels with the perfect mustard and the heavenly cheese sauce. Like I should've gotten four orders of it or asked to take an order to go. Many regrets but highly recommend this place. The service was super quick, everything was delicious. I got the bang bang chicken sandwich and it might look like a hot mess (I accidentally cut the sandwich prior to taking the photo), but beware that it will make you want to devour it as quickly as possible. I would've liked the salad to be in a bowl or less lettuce as I felt like the lettuce was getting all over the place. The atmosphere was very pleasant.",real
Beer City Bread,Side salad,real
Beer City Bread,"I really wanted to love this place! It's in a decent location right next to the Woodland mall and has ample parking. The inside is pretty cute; it has a lot of natural lighting. 

When I went, it was later and not super busy. Despite this, our server was very slow with getting to us for drinks and our food order wasn't taken for at least 30 minutes. We didn't end up getting our food until 50 minutes into our time there. 

Once the food did come, it was good! The beer cheese wasn't my favorite, but that's only because I'm a cheese snob! Everything else was delicious. 

Regardless, I'd go back to give it another try I think.",real
Beer City Bread,If you remember Arnies they are owed by the same people and some of their favorites are on the menu such as the riviera salad. We don't wait long even though it was busy. A bit noisy at first but got less noisy as people left. Decent food. Would eat here again.,real
Beer City Bread,Fig chicken with Goat Cheese,real
Beer City Bread,Huli Huli Hawaiian Chicken,real
Beer City Bread,"The French onion soup was pretty good, but the pesto grilled cheese was the star of the show! The bread, a multigrain sourdough, was some of the freshest I've ever had. It is topped with provolone and Amish MI jack, as well as spinach, pepita (pumpkin seed) pesto, and tomato. I felt that the portions were great for the price! The service wasn't the quickest, but it was lunch hour so it was understandable.",real
Beer City Bread,Pesto Grilled Cheese with French onion soup,real
Beer City Bread,"I have fond memories of going to Arnie's with my grandparents as a kid, so Beer City Bread has a special place in my heart!

The decor is very cool and industrial; it is a fun place to go on a date, out for drinks with friends, or even out to dinner with family. I've actually done all three lol! The service is usually pretty good, sometimes a little slow. 

The food is overall very tasty if you are a ""normal"" eater. My husband is particularly obsessed with the whiskey cake. Unfortunately, I am a ""funny tummy"" girlie, which means I avoid gluten. Their gluten-free options are limited, and they often run out. But, if that's not a problem for you, you'll be very happy!",real
Beer City Bread,"We had such a great lunch at Beer City Bread! We stopped in and sat at the bar. The bartender was really nice and helpful. I loved my salad and my husband really loved the bang bang chicken pizza! He also really enjoyed his drink, which I believe was seasonal and may have been called Hocus Pocus. We will definitely be back next time we visit Grand Rapids!",real
Cindy's Donuts & Ice Cream,"He Said: I heard about the breakfast sandwich from the people at a nearby establishment when I was visiting the area a year ago, and I took their suggestion and when we returned to town this year, I had to come back and get another. It's just that good. The sandwich this time was served with donut holes, and those were tasty, too. It's definitely five stars from me. 

She Said: When He came back from Cindy's last year and raved about the breakfast sandwich, I was intrigued, but we didn't have time for a follow-up visit until this year. Maybe it was because of the hype going in, but I found it to be just another breakfast sandwich and not a Must Buy whenever we're in town. It would be 3 stars for me, mostly because I reserve the 4 and 5 stars for crave-worthy items or must-visit places. 

Potty Points: No trip to the potty for me on this visit!",real
Cindy's Donuts & Ice Cream,"I've heard some good things about this place, but to me it's just another donut shop.  Nothing great, just average.

The donuts were good enough, but nothing spectacular.  The coffee was ok, it's just coffee.

At the same time, I have nothing bad to say about the service, or the environment/ambiance.",real
Cindy's Donuts & Ice Cream,Cindy's is always clutch for donuts. I've been coming here for several years to grab donuts for the office or for whenever I want donuts and I've never had a bad experience. Everything is always fresh and stocked full with good variety. Friendly service and I'm always in and out fairly quickly.,real
Cindy's Donuts & Ice Cream,"Fantastic staff here running the place. We've ordered donuts and the breakfast sandwiches here and never been disappointed. If you're hungry for breakfast and have the time make it a point to stop here and you won't leave hungry. The food is fantastic, and prices are surprisingly better than you would expect.",real
Cindy's Donuts & Ice Cream,"Couldn't be better. Everything you're looking for in a ma&pa hole-in-the-wall gem.

Wide selection full of classics and more, clean, fairly priced. 

Gold standard small business.",real
Cindy's Donuts & Ice Cream,Donuts,real
Cindy's Donuts & Ice Cream,"My wife and I took the grandkids there after their soccer final games. Love the selection. I got the red velvet, blueberry, and cinnamon donut. My wife got a cherry one. The two grandkids got several to make a dozen. Serve was quick, efficient, and friendly. They have added ice cream. The only problem is getting out of the parking lot. We wanted to go left, but almost impossible. Went right and turned around at the next stop light.",real
Cindy's Donuts & Ice Cream,"Great donuts and service! Cute little donut shop! Great variety of donuts and breakfast croissants, bagels, and coffee. Great place to stop in for fresh donuts! Recommend giving them a try!",real
Cindy's Donuts & Ice Cream,The service is super good very nice. There's so many selections of donuts and ice cream and the scenery is super cool. Lots of tables!!!,real
Cindy's Donuts & Ice Cream,"Cindy's Donuts & Ice Cream is probably the best value deal for ice cream in Grand Rapids. You want a one-scoop cone? They use one scoop to fill the whole thing. The interior is simple, but the family that runs the business is friendly and kind. If you want the best of both worlds, I recommend the Donut Boat, but you should probably bring a friend to share it with...or four friends if you can.",real
Cindy's Donuts & Ice Cream,The Donut Boat,real
Cindy's Donuts & Ice Cream,"Along a major street known for housing all of America's chain restaurants and stores, a local business like Cindy's Donuts and Ice Cream stands out. At the corner of East Paris and 28th Street is a slightly retro-style shop run by two friendly women. There's a large sign in front that looks like it was made in the 1960s and a lone picnic table sits nearby. 

The inside is spacious with tables in the front room and more in the back. When I went on a Tuesday morning, a group of elderly men were enjoying coffee and doughnuts at a corner table. 

Dozens of doughnuts line the display windows made fresh every morning. They have cake doughnuts, flour doughnuts, doughnut holes, etc. Most doughnuts are just over $1 per doughnut. I ordered a single chocolate frosted doughnut with sprinkles for $1.25 and the woman kindly included three glazed doughnut holes. Since my bill was under $5, they charged me an extra 50 cents, but it was worth it. That doughnut was delicious!

They also have around a dozen flavors of ice cream, but come for the doughnuts. This place is a hidden gem!",real
Gaslight Kitchen,"We have been on the hunt for a classic American-Chinese option our favorite has gone downhill. We stopped in for dinner on a Sunday and had a great dinner. It was everything we were craving and the service was great. The dining area was very clean and the menu was large.

When you walk in, you get a table with menus, then you order at the bar and take a number to your table, then you bring your number up to the bar to pay when you're done. The service was very quick as well. The dining room was pretty busy and takeout orders were constant.

Our meals included rice, soup, and our choice of either an egg roll or 2 cheese rangoons. I'm not sure if this is everyday or just a Sunday thing, I don't think the menu mentioned this deal. 

The portions were very large and we both took boxes home. The prices were reasonable for EGR and the portions received.

We will definitely stop in again:",real
Gaslight Kitchen,Kung Po Beef,real
Gaslight Kitchen,Cashew Chicken,real
Gaslight Kitchen,"Totally a loving family operation which is self evident in the quality of the food.  General Tso's rivals NYC Chinatown high end restaurants.  Moo Shu Pork rivals SF Chinatown.  

I highly recommend this establishment.",real
Gaslight Kitchen,General Tso's,real
Gaslight Kitchen,Moo Shu Pork,real
Gaslight Kitchen,"Firstly, what a crazy name to have! I think the name is a cultural difference because of how current vernacular but still cool to go to. Anyway, the food here was so good! My friends and I visited for an event in GR, and we found this on Yelp. Very glad we came to check it out!

The food was so good and affordable. We chose to do family style at our different tables so we had a great spread of food. The spices were great in the food and I was so excited to take food home too! Also, they have a full bar, so if you would like to drink there, it's an option too! We didn't drink there but we did get the Vietnamese coffee and they brewed it fresh! It was so good!

Lastly, shoutout to the staff. Their service was great! We came in with 12 people and they were very helpful with our questions and accommodating us. Mind you, this is not a huge location but they were still great to work with. I definitely recommend visiting if you're in the area!",real
Gaslight Kitchen,See all photos from Xavier Thomas M. for Gaslight Kitchen,real
Gaslight Kitchen,Decent food. I didn't really like the crab ragoons - too cream cheesy and not enough crab for me. The lo mein was good. The place has good service. The food is overpriced in my opinion.,real
Gaslight Kitchen,"Best Pho I've had ever within the USA. When I travel I like the comfort of foods from home (Markham, Ont, Canada) and Gaslight had been the best so far. 
Thank you for taking the time to chat with us. Will be back the next time we are in town.",real
Gaslight Kitchen,"Darn I thought I already reviewed this place a long time ago... now this place is top 100 Chinese restaurants on Yelp.

Yes it's that good. This is my go to Chinese restaurant and I'm glad a lot of people agree. Wishing this place so much more success.",real
Gaslight Kitchen,"I visit Grand Rapids quite often for work and each time I visit I try at least one new restaurant. I found this place via yelp and thank goodness I gave it a shot because it was so delicious. This is a family run business which is a bonus for me. The person I believe is the owner was so nice and prompt with greeting me. The dining area as bright and clean. Lots of 4 top tables. The portions were big and it all seemed very fresh and made when ordered. The egg drop soup was unique in that it had baby shrimp, mushrooms, peas, and carrots  in it which I don't think I've had in any other egg drop soup. I like it and would get it again for sure. The egg roll and crab cheese pieces were very flavorful and crispy. The orange chicken was perfectly crispy and saucy as well. They say it's spicy but I did not pick up any spice with mine. 10/10 would recommend.",real
Gaslight Kitchen,See all photos from Mark R. for Gaslight Kitchen,real
Gaslight Kitchen,"Hi visiting from Florida, wanted some good food and this hit the spot. the pho was excellent. The staff was so friendly , real nice relaxed atmosphere. Overall 10 out of 10",real
Gaslight Kitchen,Some of the best Chinese food I've had in a very long time. The egg rolls and chicken lo mein were so fresh tasting and were definitely made to order. The ambience was very laid back and relaxing. Staff was friendly and attentive. Zero complaints about this spot. Great location too!,real
Gaslight Kitchen,"I came here after seeing so many rave reviews on Yelp! First thing I noticed is it is very small and simple yet still gives a semi elegant vibe giving 3 stars for ambiance. 

Service was interesting. They seated us then gave us a menu, took our drink orders without giving us an opportunity to look at what they offered then said to order at the counter when ready. I put our order in then took a number to my table that I would need to take back to the counter to pay. This is where I was a bit disappointed. There weren't very many people in the restaurant and there were 3 servers in a tiny place that could have provided table service. They did serve the food but overall I'd say the service is mediocre, 3 stars. 

Cleanliness gains 4 stars as there were multiple clean tables but we were seated at a dirty one that was wiped off after we sat down. Other than that it appeared to be very clean. 

Food quality and freshness. I do think the food was very good but honestly it wasn't anything special. With so many reviews saying they're the best Chinese in GR I think I had expectations for something special but it was just average. I'm going to give 5 stars for both of these though because it was very good. That's 4 stars total.",real
Gaslight Kitchen,General Tso,real
Gaslight Kitchen,Orange chicken,real
The Stray,Told them it was my first time here and they were so nice and helpful! She showed me the most popular breakfast & lunch items and I decided on the farmers wife (swapped goat cheese out for mozzarella) & a vanilla latte with oat milk and they taste amazing! The couches are so comfortable and great vibes.,real
The Stray,Farmers wife & Vanilla Latte,real
The Stray,"Had a great afternoon with a friend doing homework! The WiFi and the drinks kept us going. we were able to find somewhere to sit with outlets to charge our computers. It was a nice lull while we did homework and chatted. A very welcoming environment. 

The drinks were tasty and strong! The matcha gin one was so great (even for someone who doesn't love matcha. The quesadilla was spicy but the house salt and pepper chips were a nice addition. 

There's currently construction on division but u can take Buchanan around to get to the back of the parking lot! Look up their schedule to catch live music, painting, or other art forms!",real
The Stray,"Great spot for studying with plenty of comfy seating. Loved the chili and both the vanilla mint and salted caramel iced lattes super tasty! Service was kind and informative. Outlets can be a bit scarce. My friend didn't love the matcha, said it wasn't strong enough, but that might be personal taste. Love the creative vibe, artwork, and magnet wall!",real
The Stray,"I went to The Stray for lunch with my coworkers and it did not disappoint! I ordered the pollo verde quesadilla and had never seen a green quesadilla before, but it was fantastic. Great crunch, bright lime flavor, and really unique. The ambiance is perfect whether you are grabbing a bite or need a comfortable spot to work, with plenty of different seating options and tables. Prices are very reasonable and there is parking in the back which is super convenient.",real
The Stray,"Came here for a bachelorette party and had a lot of fun. Some of the girls didn't drink and this place had great alternatives. I even had two of the coffee options because they looked amazing! I also had their flatbread pizza which was delicious. 

The live music was great too (we pre-paid for the concert and had to give them our names/tickets at the door). It was kind of loud where we were seated but you can stand/move around if you need to.

I know they don't have live music every night but would definitely recommend. A great place to listen to live music without it being in a typical ""bar"" vibe.",real
The Stray,"I love coming to The Stray to study, meet up with friends, or for a cozy reading session! There's a ton of seating and the staff are incredibly friendly and helpful! They offer a variety of drinks, pastries, and food; I highly recommend their matcha latte.",real
The Stray,Matcha latte,real
The Stray,"Non-pretentious with fabulously creamy lattes & delicious accompaniments, all at a reasonable price. What's not to love? 
Glancing about the large open space, you'll probably notice an eclectic collection of patrons. I believe that anyone would feel welcomed and ""in place"" here, a rare treat, indeed! 
There's ample room to plug in and get some work done or unplug and socialize the old way.",real
The Stray,See all photos from Teresa M. for The Stray,real
The Stray,Excellent service and atmosphere.. Live music on Friday and Saturday nights... Great local bands.,real
The Stray,Musician named Isabelle..,real
The Stray,Comfortable atmosphere,real
The Stray,"True to its name The Stray welcomes all of you wandering sojourners in this life and invites you into its delightfully warm eclectic atmosphere with a solid offering of food and bevvys, it'll make you feel like waging your non-existent tail. 

This place feels like a community, whether it's a Tuesday morning and you need to fill that void within you with a tasty treat, or you are looking to apply your random knowledge at a Thursday trivia night (greg is an absolute DUDE), or want to lighten the dark cloud over your soul with music... then The Stray is for you. 

The food is like homemade but elevated. The quesadilla is a wild ride to flavortown for a coffee shop. The all-day breakfast club is excellent and reminds you that you can restart your day whenever you want. The espresso martini is a delightful dessert cocktail perfectly proportioned. Also, the baristas here know how to craft you an exquisitely unique beverage (or standard if you like standard).

Stop wandering and wondering and make the Stray your home.",real
The Stray,"Love the vibe in this cafe. It's like an escape from Michigan. Great study spot. Food and coffee slaps. Also have artwork and handmaid trinkets for sale.
Already been back twice. Menu changes and got the quesadilla. Great place for a casual breakfast or lunch. Looking forward to going for a band/music night.",real
Anna's House - East Beltline,"I'm rounding up to a 5 in this case! 
So super cute inside and my waitress was nice. 
My only negatives would be that I asked for very very light onions and there were still too many and my waitress did not tell me there was an up charge for the fruit. Granted, I still would've gotten it. I ordered their western omelette. 
There was a very long wait as this place is very popular, however, you're able to put your name on the list online, which does help because at least you know what to expect! 

Taste: 4.5/5 
Atmosphere: 4.75/5
Service: 5/5 
Value: 4/5",real
Anna's House - East Beltline,See all photos from Jean M. for Anna's House - East Beltline,real
Anna's House - East Beltline,Business owner information,real
Anna's House - East Beltline,Annas H.,real
Anna's House - East Beltline,Business Customer Service,real
Anna's House - East Beltline,"Sep 17, 2025",real
Anna's House - East Beltline,"Thank you for your detailed feedback and for rounding up your rating! We're delighted to hear you enjoyed the atmosphere and service. We appreciate your comments about the onions and the upcharge for fruit, and we'll use this to improve our communication. It's great to know that the online waitlist feature was helpful. We hope to welcome you back soon!",real
Anna's House - East Beltline,Read more,real
Anna's House - East Beltline,"Food was delicious just as I expected. We used to have one locally in Farmington Michigan. The service was excellent. The ambience was bright, clean and colorful. I love Anna.",real
Anna's House - East Beltline,See all photos from Stacey S. for Anna's House - East Beltline,real
Anna's House - East Beltline,"Oct 8, 2025",real
Anna's House - East Beltline,"Thank you for sharing your positive experience! We're thrilled to hear that you enjoyed the food, service, and ambience. It's wonderful to know that Anna made a great impression. We look forward to welcoming you back soon!",real
Anna's House - East Beltline,"Anna's is a fun place to meet for breakfast or have any number of Coffee's 
They were faster than I thought it would take and the food is fabulous.",real
Anna's House - East Beltline,"May 30, 2023",real
Anna's House - East Beltline,"Hi Karen, We are thrilled to hear about your positive experience. It is always humbling to hear how we’re able to make our guests day better.",real
Haludam,nan,real
Anna's House - East Beltline,Anna's house is very busy for where the location is but the wait can be up to twenty minutes. The  service is very good and the waitresses are very attentive. The ambiance is similar to an older style dinner complete with bar stools up front. I can't say enough about their food. You would have to check the menu out yourself. I have never left without a smile and full feeling. Portions are generous.,real
Anna's House - East Beltline,"Anna's has a large menu (something for everyone), and the quality of the food is excellent.  The Servers are friendly and efficient.",real
Anna's House - East Beltline,"Very good !!  The Traditionalist !
Little bit of a wait but it's Sunday morning. 
 Waitress was VERY GOOD !! ( JULES)",real
Anna's House - East Beltline,Very good !  The Traditionalist !,real
Anna's House - East Beltline,"Aug 5, 2025",real
Anna's House - East Beltline,"Thank you for your positive feedback! We're glad to hear you enjoyed your experience and appreciated the service from our team. We understand that Sundays can be busy, and we appreciate your patience. We look forward to welcoming you back soon!",real
Anna's House - East Beltline,"Had the 2 egg, cornbeef hash, excellent food, excellent service by George, cool ambience",real
Anna's House - East Beltline,whoosh what a menu!,real
Anna's House - East Beltline,on the wall!,real
Anna's House - East Beltline,"Jun 30, 2025",real
Anna's House - East Beltline,"We're thrilled to hear you enjoyed our 2 egg, corned beef hash dish and the service provided by George. It's great to know that our ambiance added to your positive experience. Thank you for the 5-star review!",real
Adelina,They had more flavors besides seafood or the pljeskavica came with a friend. Something that i would go back to order is usually pretty good quality as a buffet.,synthetic
Al-Bo’s,Sep 17 2025. Famous for the first time and wanted a quick meal.,synthetic
Alchemi,The sarma sour cabbage rolls were served piping hot with the pljeskavica came with fries and a.,synthetic
Anna's House - East Beltline,Honesty felt like the comfort of foods from home markham ont canada and gaslight had been.,synthetic
BARDA Detroit,Wide selection full of classics and more clean fairly priced.,synthetic
Babo Detroit,It did not disappoint but it was about a 15 tip that came out quickly was fresh and made when. This place is very popular however you're able to put your name on the.,synthetic
Bakri Coffee Roasters,Yes it's that good. Great sushi spot!,synthetic
Baobab Fare,Their spice levels are no joke.,synthetic
Bar Pigalle,My only negative is that it will make you want the best things i've eaten in my heart.,synthetic
Beer City Bread,My wife ordered a single chocolate frosted doughnut with sprinkles for 1. My husband loved it!,synthetic
Besa,Or four friends if you need to add noise dampeners to improve the experience even more special.,synthetic
Broad Leaf Brewery & Spirits,Many delicious options to choose from. Check out their menu it is a delightful dessert cocktail perfectly proportioned.,synthetic
Brunch House,We figured we couldn't go wrong with korean food restaurant that's an. Instead i decided on the farmers scram.,synthetic
Café Cortina (Farmington Hills),Service 9 10 food 10 10 cost 9. They are delicious! The espresso martini is a slightly retro style shop run by two friendly.,synthetic
Cibo Detroit,I also got a cherry one. See all photos from zhiwei t.,synthetic
Cindy's Donuts & Ice Cream,That doughnut was delicious. Couldn't be better.,synthetic
Dime Store,You should try this place a long time. Everything was beautiful.,synthetic
Eatori Market,Now this place by chance and were definitely not hot.,synthetic
El Barzon,The spices were great for lopping up the order.,synthetic
Firefox&CMChicken,I had the perfect meal.,synthetic
Folk,Tofu bibimbap and garlic spicy were so many reviews saying they're the best value. I loved my salad and my waitress was amazing and the staff was friendly.,synthetic
Forest (Birmingham),The place is legit even though it was worth it!,synthetic
Frita Batidos,True to its name the stray for lunch. Both were excellent. Granted i still find it incredibly difficult to find the perfect mustard and the staff are always super friendly.,synthetic
Gaslight Kitchen,We were seated at a corner table.,synthetic
Giovanni’s Ristorante,Instead of giving me a number to my table that i would consider this for fried chicken and waffles which had a great.,synthetic
Haludam,Business owner information.,synthetic
Highlands,Not bad for a while.,synthetic
Iggy’s Eggies,There seems to be able to put your name on.,synthetic
La Pecora Nera – Detroit,The sashimi was cut nice and plump with a lot of unique items. We understand that sundays can be a good wrap?,synthetic
Le Suprême,These were my favorite sushi place in gr yesterday and searched for ayce sushi and this is a flaky. There was lots of noise but all just conversation surprisingly not overstimulating for someone who doesn't love matcha.,synthetic
Leila,Famous for the price.,synthetic
Lumen Detroit,Unfortunately i am a funny tummy girlie which means i avoid gluten. Fantastic staff here running the place jump but never over powers the conversation.,synthetic
Mootz Pizzeria + Bar,The matcha gin one was so good just enough cheese and spinach. Not that it is topped with provolone and amish mi jack as well as their ambiance. I haven't had onion rings.,synthetic
Mudgie’s Deli & Wine Shop,It's always delicious and hits the spot.,synthetic
Nagoya,Really love this place feels like home. They are delicious! There aren't many options.,synthetic
Nuevo Seoul,Loved the nachos but wanted to be able to put your name on the hunt for a birthday brunch celebration for. It has an old diner feel.,synthetic
Olin Bar & Kitchen,Must try!,synthetic
Ottava Via,The menu.,synthetic
Papa Chops Eatery,Menu changes and got the lavender honey latte wonderful! Literally everything was just average.,synthetic
Parks Old Style Bar-B-Q,And amazing service!,synthetic
Pho Anh Trang Restaurant,Little bit of their chicken wraps fries and a lone picnic table.,synthetic
RH House (Rochester Hills),Best vietnamese food in america period.,synthetic
Rocco’s Italian Deli,How awesome to have to google some names as there aren't many descriptions and we will definitely.,synthetic
San Morello,Love the matcha said it wasn't super busy but i was in gr yesterday and searched for ayce sushi and this is one of my friends and. Cleanliness gains 4 stars total. It was just like it was all still so good.,synthetic
Selden Standard,We shared a cinnamon roll which was so good. There weren't very many people in.,synthetic
SheWolf Pastificio & Bar,I also took the opportunity to meet for breakfast and have the time to make sure to ask for the stray is. Got a ground beef version.,synthetic
The Apparatus Room,I didn't check it out! Since my college days in grand rapids area definitely stop in for fresh donuts. But it was still tasty and strong!,synthetic
The Butcher’s Grille,Everything was on point and one more important thing.,synthetic
The Hudson Cafe,The fries get the spaetzle instead. The food did come it was lunch hour so it didn't blow me away. We've ordered donuts and ice cream and the flavors scale up from 1 5 pretty quick.,synthetic
The Skip,The food was delicious and hits the spot. And the sauce they pack them with.,synthetic
The Stray,Recommend giving them a try and i'm so appreciative of having a gluten free and delicious.,synthetic
The Sugar House,We hope to welcome you back soon! They are owed by the woods.,synthetic
The Vault (Wyandotte),Everyone went home happy and with a lot of natural lighting. It's like a community whether it's a tuesday morning and you won't leave hungry it is topped with.,synthetic
Townhouse,The coffee options because they looked amazing! A whole 24 hours later what do i think the burek with cheese which was delicious.,synthetic
Union Assembly,My go to chinese restaurant and there were multiple clean tables but we were seated but you can eat. It would take and the sauce was well portioned so it was understandable.,synthetic
Visit Detroit,See all photos from cassidy h. I also had their flatbread pizza which if i live closer so we grabbed some dinner. We wanted to live in honestly they had the chicken tenders again.,synthetic
Willow,I put our order in then took a number to my table that i would go back to get some work. Well broken in but i'd definitely consider this a family friendly they have it.,synthetic
Adelina,The inside is pretty cute it has an old diner feel.,synthetic
Al-Bo’s,The live music without it being in a long time.,synthetic
Alchemi,Bacon scramble with sourdough. I've drove past this spot for studying with plenty of different seating options and tables.,synthetic
Anna's House - East Beltline,The plate with the perfect blank canvas to doctor it up with friends or even out to dinner with family.,synthetic
BARDA Detroit,See all photos from teresa m. May 30 2023.,synthetic
Babo Detroit,Genuinely cannot fathom how they run on a daily basis every time we've gone the service might be a bit disappointed with that because. Still a little ice cream. Overall we really loved our experience and appreciated the service provided by george.,synthetic
Bakri Coffee Roasters,I've returned many times 2016 2018 2021 and every visit reminds me of bonchon chicken or noori chicken.,synthetic
Baobab Fare,Be sure we didn't order anything too spicy and the service.,synthetic
Bar Pigalle,The bartenders are all!,synthetic
Beer City Bread,Overall we had such a great impression. They have great rice.,synthetic
Besa,I was intrigued but we were craving and the sauce they pack them with. The atmosphere feels like a little hotter next time to take them here after camp.,synthetic
Broad Leaf Brewery & Spirits,I loved how i could.,synthetic
Brunch House,Gold standard small business.,synthetic
Café Cortina (Farmington Hills),For dessert we got tufahije and baklava.,synthetic
Cibo Detroit,Everyone went home happy and with a hardboiled egg. Great crunch bright lime flavor and portions. So super cute inside and my favorite.,synthetic
Cindy's Donuts & Ice Cream,Great little place.,synthetic
Dime Store,The food was delicious. Genuinely cannot fathom how they run on a daily basis.,synthetic
Eatori Market,The noise dampened by well aged booths and signature carpeting. Well broken in but i'd definitely consider this a family run business which is awesome.,synthetic
El Barzon,If you want to dine out. Got a side of rice and fries.,synthetic
Firefox&CMChicken,It is always clutch for donuts.,synthetic
Folk,Got a shopska salad to start and fresh kimchi!,synthetic
Forest (Birmingham),Our server for some recommendations. 25 and the flavors were phenomenal.,synthetic
Frita Batidos,I got were packed full of flavor and my friends loves this spot. He recommended the burek and pljeskavika and get our goodies then.,synthetic
Gaslight Kitchen,There's plenty of seating and the service wasn't the quickest but it exceeded expectations!,synthetic
Giovanni’s Ristorante,And it's always great and the greek salad was fresh and stocked full with good variety. The egg rolls and a little hotter next time.,synthetic
Haludam,Great place to listen to live in honestly they had me do was chop vegetables so i came. It's nice that it just seemed to take leftovers!,synthetic
Highlands,Home made sp tzle! Everyone else enjoyed their meals.,synthetic
Iggy’s Eggies,All in all an enjoyable meal. We were seated but you should probably bring a friend to take a picture because.,synthetic
La Pecora Nera – Detroit,Instead i decided on the menu was huge and it was made in the restaurant is clean and the farmers wife swapped goat cheese out. The veggie fried rice dessert and it was so nice and helpful.,synthetic
Le Suprême,When the food is excellent and helped me to this place via yelp and thank goodness i gave it a point to stop. I loved my salad and my waitress was very laid back and relaxing. The menu.,synthetic
Leila,Business customer service.,synthetic
Lumen Detroit,I would go back to get some work done or unplug and socialize the old way. Banchan the little store next door to buy some for home. Sometimes it's busy other times it's quiet but the interior is small but cozy and the staff was friendly.,synthetic
Mootz Pizzeria + Bar,Let's get to the little grocer connected to it and would get it again for sure. The dining area resulting in slower service.,synthetic
